1170,2160
2500
wall,15,1275
wall,15,2145
wall,45,1275
wall,45,2145
wall,75,1275
wall,75,2145
wall,105,1275
wall,105,2145
wall,135,1275
wall,135,2145
wall,165,2145
wall,195,2145
wall,225,2145
wall,255,2145
wall,285,2145
wall,315,2145
wall,345,2145
wall,375,2145
wall,405,1275
wall,405,2145
wall,435,1275
wall,435,2145
wall,465,1275
wall,465,2145
wall,495,1275
wall,495,2145
wall,525,1275
wall,525,2145
wall,555,1275
wall,555,2145
wall,585,1275
wall,585,2145
wall,615,1275
wall,615,2145
wall,645,1275
wall,645,2145
wall,675,1275
wall,675,2145
wall,705,1275
wall,705,2145
wall,735,1275
wall,735,2145
wall,765,1275
wall,765,2145
wall,795,2145
wall,825,2145
wall,855,2145
wall,885,2145
wall,915,2145
wall,945,2145
wall,975,2145
wall,1005,2145
wall,1035,1275
wall,1035,2145
wall,1065,1275
wall,1065,2145
wall,1095,1275
wall,1095,2145
wall,1125,1275
wall,1125,2145
wall,1155,1275
wall,1155,2145
wall,15,1275
wall,15,1305
wall,15,1275
wall,15,1365
wall,15,1395
wall,15,1425
wall,15,1455
wall,15,1485
wall,15,1515
wall,15,1545
wall,15,1575
wall,15,1605
wall,15,1635
wall,15,1665
wall,15,1695
wall,15,1725
wall,15,1755
wall,15,1785
wall,15,1815
wall,15,1845
wall,15,1875
wall,15,1905
wall,15,1935
wall,15,1965
wall,15,1995
wall,15,2025
wall,15,2055
wall,15,2085
wall,15,2115
wall,15,2145
wall,285,2115
wall,315,2085
wall,345,2055
wall,375,2025
wall,405,1995
wall,435,1965
wall,465,1965
wall,495,1965
wall,525,1965
wall,555,1965
wall,585,1965
wall,615,1965
wall,645,1965
wall,675,1965
wall,705,1965
wall,915,2115
wall,885,2085
wall,855,2055
wall,825,2025
wall,795,1995
wall,765,1965
wall,735,1965
wall,405,1905
wall,375,1905
wall,765,1905
wall,795,1905
wall,585,1860
wall,585,1800
wall,615,1830
wall,555,1830
wall,555,1800
wall,555,1860
wall,615,1800
wall,615,1860
wall,825,1905
wall,855,1875
wall,885,1875
wall,915,1875
wall,945,1845
wall,975,1845
wall,345,1875
wall,315,1875
wall,285,1875
wall,255,1845
wall,225,1845
wall,195,1845
wall,165,1815
wall,135,1815
wall,105,1815
wall,75,1815
wall,45,1815
wall,1035,1815
wall,1065,1815
wall,1095,1815
wall,1125,1815
wall,1155,1815
wall,825,1665
wall,765,1635
wall,225,1725
wall,345,1665
wall,405,1635
wall,465,1605
wall,705,1605
wall,45,1455
wall,75,1455
wall,105,1455
wall,135,1455
wall,165,1455
wall,195,1455
wall,225,1455
wall,255,1455
wall,285,1455
wall,315,1455
wall,345,1455
wall,375,1455
wall,405,1455
wall,435,1455
wall,525,1455
wall,465,1455
wall,495,1455
wall,645,1455
wall,675,1455
wall,705,1455
wall,735,1455
wall,765,1455
wall,795,1455
wall,825,1455
wall,855,1455
wall,885,1455
wall,915,1455
wall,1005,1455
wall,1035,1455
wall,1065,1455
wall,1095,1455
wall,1125,1455
wall,1155,1455
wall,555,1635
wall,585,1635
wall,615,1635
wall,375,1665
wall,435,1635
wall,495,1605
wall,525,1545
wall,555,1545
wall,585,1545
wall,615,1545
wall,645,1545
wall,735,1635
wall,675,1605
wall,165,1845
wall,255,1875
wall,345,1905
wall,855,1905
wall,795,1635
wall,855,1665
wall,885,1665
wall,915,1695
wall,795,1665
wall,705,1635
wall,465,1635
wall,945,1695
wall,975,1695
wall,975,1725
wall,1005,1725
wall,1035,1725
wall,1065,1725
wall,885,1695
wall,315,1665
wall,285,1695
wall,255,1695
wall,225,1695
wall,195,1725
wall,165,1725
wall,135,1725
wall,315,1695
wall,405,1665
wall,1155,1785
wall,45,1785
wall,105,1725
wall,315,2115
wall,345,2085
wall,375,2055
wall,405,2025
wall,435,1995
wall,765,1995
wall,795,2025
wall,825,2055
wall,855,2085
